what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"win32",1778465075643
locale,sysinfo,,,"en_US",1778465075643
processors,sysinfo,,,"20",1778465075643
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1778465075643
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1778465075643
java.specification.name,sysinfo,,,"Java Platform API Specification",1778465075643
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1778465075643
java.specification.version,sysinfo,,,"1.6",1778465075643
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1778465075643
java.version,sysinfo,,,"1.6.0_23",1778465075643
java.vm.info,sysinfo,,,"mixed mode",1778465075643
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1778465075643
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1778465075643
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1778465075643
java.vm.specification.version,sysinfo,,,"1.0",1778465075643
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1778465075643
java.vm.version,sysinfo,,,"19.0-b09",1778465075643
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1778465080062
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1778465081805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1778465083086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1778465364476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1778465365995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1778467394701
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1778467395823
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1778467396185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1778467398580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1778467401184
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1778467404242
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1778467404263
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1778467404264
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1778467404264
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1778467409019
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1778467415049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1778467417838
