what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1774833297854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833297885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833300686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833301358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833303740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833304433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833305820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833311219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833324793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833325314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833336594
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1774833338629
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1774833338896
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1774833338982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1774833343884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833357990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833359017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1774833368097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833368483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833378257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833400833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833405878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833406555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833440953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833441105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1774833462432
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1774833464675
