what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1773513347009
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1773513347009
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1773513347009
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1773513347009
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1773513347010
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1773513347010
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1773513347010
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1773513347011
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1773513347011
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1773513347011
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1773513347011
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1773513347012
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1773513347012
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1773513347012
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1773513347013
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1773513347013
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1773513347013
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1773513347014
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1773513347014
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1773513347014
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1773513347014
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1773513347014
os,sysinfo,,,"win32",1773513347016
arch,sysinfo,,,"x86",1773513347016
ws,sysinfo,,,"win32",1773513347016
locale,sysinfo,,,"en_US",1773513347016
processors,sysinfo,,,"20",1773513347016
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1773513347016
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1773513347016
java.specification.name,sysinfo,,,"Java Platform API Specification",1773513347016
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1773513347016
java.specification.version,sysinfo,,,"1.6",1773513347016
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1773513347016
java.version,sysinfo,,,"1.6.0_23",1773513347016
java.vm.info,sysinfo,,,"mixed mode",1773513347016
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1773513347016
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1773513347016
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1773513347016
java.vm.specification.version,sysinfo,,,"1.0",1773513347016
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1773513347016
java.vm.version,sysinfo,,,"19.0-b09",1773513347016
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1773513347285
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1773513348398
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1773513348826
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1773513348853
